Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,description,target
36,male,2,own,quite rich,little,909,36,car,"The risk of granting a credit to a 36 years old man, highly skilled, who owns his own home, has a lot of savings and requests a small amount of money for a car is low.",good risk
32,male,2,own,quite rich,little,2978,6,furniture/equipment,"A 32-year-old man with a high savings account requested a loan of 2978 for furniture and equipment. He has a current account with little money, he is skilled and owns his home.",good risk
33,female,2,own,little,little,1131,18,furniture/equipment,"The loan applicant is a 33 year old woman, with a high level of skill, who owns her home. She has little savings and little in her checking account. She is applying for a loan of 1131 euros for furniture and equipment, for a period of 18 months.",good risk
20,female,2,own,rich,moderate,1577,11,furniture/equipment,The customer is a 20-year-old woman who is skilled and owns her home. She has a moderate current account and rich savings. She wants to buy furniture/equipment and is requesting a loan of 1577 for 11 months.,good risk
25,female,2,rent,little,little,3972,24,furniture/equipment,The risk of a 25-year-old woman with a skilled job and low savings applying for a 3972 credit for furniture/equipment with a 24-month duration.,good risk
31,male,2,own,little,moderate,1935,24,business,A 31 years old male with moderate current account and little savings has requested a business loan of 1935 for a period of 24 months.,bad risk
33,male,2,rent,little,little,950,15,car,A 33 years old male who is skilled and rents a place requested a loan of 950€ for a car. He has little savings and a little checking account. The loan has a 15 months duration.,good risk
26,female,2,own,little,little,763,12,furniture/equipment,"A 26 year old female with a skilled job, owns her house, and has a little money in both her savings and current account is applying for a $763 loan for furniture and equipment with a 12 month repayment period.",good risk
34,female,3,own,little,moderate,2064,24,furniture/equipment,"A 34-year-old woman with a high-skilled job, who owns her home and has a moderate current account, wants to take out a €2064 loan for furniture/equipment for 24 months.",good risk
33,male,2,own,little,moderate,1414,8,radio/TV,"The applicant is a 33-year-old man with a moderate current account, a small savings account, and a skilled job. He is applying for a 1414 loan for a radio/TV for 8 months.",good risk
26,male,2,own,little,little,3414,21,education,"A 26 year old male, with a little savings account and a little checking account, wants to obtain a 3414€ loan for education purposes for 21 months, who has skilled job and owns his house.",good risk
53,female,3,own,little,little,7485,30,car,"A female, highly skilled, car owner with little savings and a 7485 loan for 30 months.",good risk
42,male,2,own,little,little,2577,12,furniture/equipment,"A 42 year old male with a little savings and current account, a highly skilled worker who owns his own home, has applied for a 2577 loan for 12 months for furniture/equipment.",good risk
52,male,2,own,quite rich,little,338,6,radio/TV,"A male, 52 years old, highly skilled, owns his home, has a large savings account, a small current account, requested a 338 credit for a radio/TV with a 6 months duration.",good risk
31,male,3,rent,little,little,1963,12,radio/TV,"A man of 31 years old, with a high qualification, is requesting a loan of 1963€ to buy a radio/TV, with a 12 month term, has a little savings and rent a house.",good risk
65,male,2,own,little,little,571,21,car,"The 65 years old man is applying for a car loan. He is skilled and has his own house, but he has little money in his saving and checking accounts. The loan is for 571 for 21 months.",bad risk
28,male,2,own,little,little,9572,36,business,A 28 year old male with a high skilled job has requested a 9572 loan for business with a 36 month duration. He has little savings and little current account.,bad risk
30,male,3,own,little,moderate,4455,36,business,The person is a 30 year old man with a high skill job who owns his house and wants a business loan for $4455 for 36 months.,good risk
40,male,1,own,little,little,1647,21,car,"Un hombre de 40 años, residente, con un trabajo no calificado, que vive en su propia casa, solicita un préstamo para un automóvil de 1647€ por 21 meses, con cuentas de ahorro y cuenta corriente limitadas.",good risk
50,male,2,own,rich,little,3777,24,furniture/equipment,"A male of 50 years old, skilled worker, owner of his house, rich saving account and little current account, applied for a 3777 euros loan for furniture/equipment with 24 months duration.",good risk
36,male,2,own,little,moderate,884,18,car,"A male, age 36, with a moderate checking account, requested a loan of 884 for a car. The loan is for 18 months. He owns his home and has little in savings. He is skilled.",good risk
31,male,2,own,little,little,1360,15,radio/TV,"A man of 31 years, skilled worker, with his own house, has a little money in savings and current accounts, requested a loan of $1360 for 15 months to buy a radio/TV.",good risk
74,female,3,free,little,moderate,5129,9,car,"A 74 year old woman with a moderate current account, a little savings account and a free home requested a car loan for 5129€ for a duration of 9 months.",bad risk
68,male,0,free,little,moderate,1175,16,car,"The customer is a 68 years old male, with an unskilled and non-resident job, living in a free accommodation, with a little savings account and a moderate checking account, who wants a 1175€ loan for a car for 16 months.",bad risk
20,male,2,own,moderate,little,674,12,radio/TV,"The person is a male, 20 years old, skilled worker, who owns his own house, with a moderate savings account, little checking account, a loan of 674 for a radio/TV, for 12 months.",good risk
33,female,2,own,little,moderate,3244,18,furniture/equipment,"A 33 year old female, with a skilled job, owns her house and has a moderate checking account. She has requested a loan of $3244 for 18 months to buy furniture/equipment.",good risk
54,male,3,own,rich,little,4591,24,business,"The client is a 54-year-old male with a highly skilled job, who owns his house and has a rich savings account, with a little current account. He requested a business loan of 4591 euros, with a duration of 24 months.",good risk
34,male,1,free,moderate,moderate,3844,48,business,"A man, with a low skilled job, who lives in a free housing and has moderate savings and checking accounts, requested a 3844 credit for business purposes and will have a 48 months duration.",bad risk
36,male,2,own,little,moderate,3915,27,business,A 36 year old man is applying for a 3915 dollar loan for business purposes. He has a moderate checking account and owns his house. He is skilled.,good risk
29,male,2,rent,little,little,2108,6,radio/TV,"The person is a male with a skilled job who rents his house, has a small savings account and a small current account, wants a loan of 2108 for a radio/TV for 6 months.",bad risk
21,male,2,rent,moderate,moderate,3031,45,radio/TV,"A 21 year old male with a moderate savings account and a moderate checking account requested a loan of 3031 for a radio/TV, with a 45 month duration, and a job type of 2.",good risk
